# for hakata weekday
kokura,st,7,15
kokura,st,7,21
kokura,st,7,32
kokura,st,7,37
kokura,st,7,59
kokura,st,8,13
kokura,st,8,20
kokura,st,8,25
kokura,st,8,34
kokura,st,8,40
kokura,st,8,56
kokura,st,9,3
kokura,st,9,16
kokura,st,9,31
kokura,st,9,51
kokura,st,10,1
kokura,st,10,15
kokura,st,10,32
kokura,st,10,45
kokura,st,11,17
kokura,st,11,25
kokura,st,11,44
kokura,st,12,12
kokura,st,12,27
kokura,st,12,44
kokura,st,13,12
kokura,st,13,31
kokura,st,13,44
kokura,st,14,12
kokura,st,14,27
kokura,st,14,44
kokura,st,15,11
kokura,st,15,27
kokura,st,15,44
kokura,st,16,11
kokura,st,16,27
kokura,st,16,44
kokura,st,17,9
kokura,st,17,26
kokura,st,17,45
kokura,st,18,10
kokura,st,18,34
kokura,st,18,48
kokura,st,19,10
kokura,st,19,25
kokura,st,19,48
kokura,st,20,13
kokura,st,20,27
kokura,st,20,49
kokura,st,21,15
kokura,st,21,38
kokura,st,21,55
kokura,st,22,14
kokura,st,22,43
kokura,st,23,2
kokura,st,23,32
kokura,st,23,53
kokura,st,24,25
# for kokura holiday
kokura,hd,6,5
kokura,hd,6,18
kokura,hd,6,30
kokura,hd,6,45
kokura,hd,7,0
kokura,hd,7,15
kokura,hd,7,21
kokura,hd,7,32
kokura,hd,7,37
kokura,hd,7,59
kokura,hd,8,13
kokura,hd,8,20
kokura,hd,8,25
kokura,hd,8,34
kokura,hd,8,40
kokura,hd,8,56
kokura,hd,9,3
kokura,hd,9,16
kokura,hd,9,31
kokura,hd,9,51
kokura,hd,10,1
kokura,hd,10,15
kokura,hd,10,32
kokura,hd,10,45
kokura,hd,11,17
kokura,hd,11,25
kokura,hd,11,44
kokura,hd,12,12
kokura,hd,12,27
kokura,hd,12,44
kokura,hd,13,12
kokura,hd,13,31
kokura,hd,13,44
kokura,hd,14,12
kokura,hd,14,27
kokura,hd,14,44
kokura,hd,15,11
kokura,hd,15,27
kokura,hd,15,44
kokura,hd,16,11
kokura,hd,16,27
kokura,hd,16,44
kokura,hd,17,9
kokura,hd,17,26
kokura,hd,17,45
kokura,hd,18,10
kokura,hd,18,34
kokura,hd,18,48
kokura,hd,19,10
kokura,hd,19,25
kokura,hd,19,48
kokura,hd,20,13
kokura,hd,20,27
kokura,hd,20,49
kokura,hd,21,15
kokura,hd,21,38
kokura,hd,21,55
kokura,hd,22,14
kokura,hd,22,43
kokura,hd,23,2
kokura,hd,23,32
kokura,hd,23,53
kokura,hd,24,25
